NOMBRE,FAMILIA,PRECIO_COMPRA,PRECIO_VENTA,IVA,MARGEN,EAN,ALTA,CANTIDAD,CANTIDAD_RESTOCK,PROVEEDOR,,,,,,,,,,,,,,
ENSALADA MILANESA ALTEZA,GENERICA,0.76,1,10,20,8480024737922,1,0,20,,,,,,,,,,,,,,,0
ENSALADA MEDITERRANEA,GENERICA,0.76,1,10,20,8480024737915,1,0,20,,,,,,,,,,,,,,,0
ENSALADA CALIFORNIA,GENERICA,0.76,1,10,20,9004380126713,1,0,20,,,,,,,,,,,,,,,0
SALSA NAPOLITANA ALTEZA,ALIMENTACION,0.51,1,10,20,8480024744234,1,0,20,101605,,,,,,,,,,,,,,0
SALSA BOLOðESA ALTEZA,ALIMENTACION,0.68,1.1,10,20,8480024744203,1,0,20,101604,,,,,,,,,,,,,,0
ACEITUNAS GAZPACHADA ALTEZA,GENERICA,1.59,2.1,10,20,8480024738066,1,0,20,,,,,,,,,,,,,,,0
COCKTAIL ALTEZA,GENERICA,0.76,1,10,20,8480024739247,1,0,20,,,,,,,,,,,,,,,0
BANDERILLAS DULCES ALTEZA,GENERICA,1.02,1.35,10,20,8480024739100,1,0,20,,,,,,,,,,,,,,,0
ACELGAS ALTEZA,GENERICA,0.83,1.1,10,20,8480024741103,1,0,20,,,,,,,,,,,,,,,0
ATUN CLARO ACEITE DE OLIVA ALTEZA,GENERICA,1.9,2.5,10,20,8480024736536,1,0,20,,,,,,,,,,,,,,,0
ACEITUNA CON HUESO ALTEZA,GENERICA,1.59,2.1,10,20,8480024738028,1,0,20,,,,,,,,,,,,,,,0
HARIBO FAVORITOS,GENERICA,0.76,1,10,20,8426617013356,1,0,20,,,,,,,,,,,,,,,0
ACEITUNAS GORDAL GUINDILLA ALTEZA,GENERICA,1.4,1.85,10,20,8480024739056,1,0,20,,,,,,,,,,,,,,,0
BROTES DE SOJA ALTEZA 345GR.,ALIMENTACION,0.5,0.75,10,20,8480024738257,1,0,20,126147,,,,,,,,,,,,,,0
GUINDILLAS PICANTES,GENERICA,0.95,1.25,10,20,8480024739155,1,0,20,,,,,,,,,,,,,,,0
ACEITUNAS PARTIDAS ALTEZA,GENERICA,1.59,2.1,10,20,8480024738004,1,0,20,,,,,,,,,,,,,,,0
BANDERILLAS PICANTES ALTEZA,GENERICA,0.91,1.2,10,20,8480024739117,1,0,20,,,,,,,,,,,,,,,0
CHOPPED COCIDO EN LATA,GENERICA,0.76,1,10,20,8411030039700,1,0,20,,,,,,,,,,,,,,,0
PRINGLES PAPRIKA,GENERICA,1.59,2.1,10,20,5053990127672,1,0,20,,,,,,,,,,,,,,,0
HEIZ BARBACOA,ALIMENTACION,1.57,2.07,10,20,8715700411323,1,0,20,,,,,,,,,,,,,,,0
CORONA EXTRA,BEBIDAS,0.75,1.25,10,20,75032814,1,0,20,500460,,,,,,,,,,,,,,0
LA CASERA 50CL,GENERICA,0.19,0.25,10,20,8410283001106,1,0,20,,,,,,,,,,,,,,,0
PREPARADO PARA REBOZAR,GENERICA,1.4,1.85,10,20,8410422225011,1,0,20,,,,,,,,,,,,,,,0
REXONA ALOE VERA,GENERICA,1.58,2.29,21,20,8710447492178,1,0,20,,,,,,,,,,,,,,,0
QUESO LONCHAS CABRA ALBENIZ,GENERICA,0.76,1,10,20,8427298004695,1,0,20,,,,,,,,,,,,,,,0
ESTROPAJO AJAX INOX,DROGUERIA,0.74,0.99,21,20,8410372472008,1,0,20,434,,,,,,,,,,,,,,0
HIDRO GENESSE GEL MAX.HIDRATAC. 800 ML.,DROGUERIA,1.19,2,21,20,8411135433373,1,0,20,3817,,,,,,,,,,,,,,0
LEJIA LA ESTRELLA LIMON,GENERICA,1.21,1.75,21,20,8410436364614,1,0,20,,,,,,,,,,,,,,,0
LEJIA LA ESTRELLA AZUL,DROGUERIA,1.05,1.59,21,20,8410436401340,1,0,20,472,,,,,,,,,,,,,,0
SANICENTRO MULTIUSOS,DROGUERIA,0.95,2,21,20,8410931012911,1,0,20,,,,,,,,,,,,,,,0
DETERGENTE NORIT ROPA DE COLOR,GENERICA,3,4.35,21,20,8411660119223,1,0,20,,,,,,,,,,,,,,,0
LAGARTO LAVAVAJILLAS ULTRA FRCO. 750 ML.,DROGUERIA,0.71,1,21,20,8410761700040,1,0,20,587,,,,,,,,,,,,,,0
ESPUMA DE AFEITAR LA TOJA,DROGUERIA,1.3,2.2,21,20,8410436249300,1,0,20,7965,,,,,,,,,,,,,,0
CREMA DE MANOS S'NONAS,DROGUERIA,0.75,1.36,21,20,8410757001090,1,0,20,3468,,,,,,,,,,,,,,0
BAYETA SPONTEX ORIGINAL,DROGUERIA,0.88,1.65,21,20,8410404020030,1,0,20,,,,,,,,,,,,,,,0
CREMA DE MANOS NIVEA,DROGUERIA,1.91,2.65,21,20,4005808801046,1,0,20,,,,,,,,,,,,,,,0
PRONTO SPRAY,DROGUERIA,1.88,3.25,21,20,8412400021394,1,0,20,,,,,,,,,,,,,,,0
30 VASOS PLASTICO 220 CC,GENERICA,0.45,0.65,21,20,8436541472198,1,0,20,,,,,,,,,,,,,,,0
CREMA CORPORAL BABARIA,DROGUERIA,0.94,1.5,21,20,8410412020299,1,0,20,1953,,,,,,,,,,,,,,0
DETERGENTE NORIT ROPA OSCURA,GENERICA,3,4.35,21,20,8411660128614,1,0,20,,,,,,,,,,,,,,,0
GALLETA TOSTADA ALTEZA,GENERICA,0.99,1.31,10,20,8480024759115,1,0,20,,,,,,,,,,,,,,,0
CROISANT MIDI 1U,BOLLERIA DULCE,0.45,0.6,10,20,CROI MIDI,1,0,20,,,,,,,,,,,,,,,0
MAHOU RADLER,GENERICA,0.38,0.55,21,20,8411327003308,1,0,20,,,,,,,,,,,,,,,0
TACOS DE POTON GRANDES HOTELES,GENERICA,0.83,1.09,10,20,8410149171028,1,0,20,,,,,,,,,,,,,,,0
MEJILLONES RIBEIRA 8-12 MEDIANOS,GENERICA,1.48,1.95,10,20,8429583004984,1,0,20,,,,,,,,,,,,,,,0
GALLO MACARRON RALLADO,GENERICA,0.45,0.6,10,20,8410069001214,1,0,20,,,,,,,,,,,,,,,0
ALTEZA ICE COFFEE CAPUCCIINO,GENERICA,0.68,0.9,10,20,8480024733238,1,0,20,,,,,,,,,,,,,,,0
ALTEZA CREMA CACAO 2 SABORES 210 GR.,ALIMENTACION,0.84,1.25,10,20,8480024732286,1,0,20,125054,,,,,,,,,,,,,,0
ALTEZA CREMA CACAO 1 SABOR 210 GR.,ALIMENTACION,0.82,1.25,10,20,8480024732279,1,0,20,8480024205032,,,,,,,,,,,,,,0
PAN RALLADO AJO Y PEREJIL ALTEZA,GENERICA,0.3,0.4,10,20,8480024754486,1,0,20,,,,,,,,,,,,,,,0
BARQUILLO RELLENO NATA SIN AZUCAR ALTEZA,GENERICA,0.61,0.8,10,20,8480024753632,1,0,20,,,,,,,,,,,,,,,0
BARQUILLO RELLENO CHOCOLATE,GENERICA,0.57,0.75,10,20,8480024753489,1,0,20,,,,,,,,,,,,,,,0
BARQUILLO NATA ALTEZA,GENERICA,0.57,0.75,10,20,8480024753472,1,0,20,,,,,,,,,,,,,,,0
MERMELADA DE MELOCOTON DIET ALTEZA,GENERICA,0.76,1,10,20,8480024746931,1,0,20,,,,,,,,,,,,,,,0
YATEKOMO CURRY,ALIMENTACION,0.65,1.1,10,20,8410300351108,1,0,20,102663,,,,,,,,,,,,,,0
CAFE SOLUBLE NATURAL 200 GRMS ALTEZA,GENERICA,1.39,1.83,10,20,8480024732828,1,0,20,,,,,,,,,,,,,,,0
CAFE SOLUBLE 200GRMS DESCAFEINADO ALTEZA,GENERICA,1.64,2.16,10,20,8480024732569,1,0,20,,,,,,,,,,,,,,,0
AGUA BEZOYA 33CL BIBERON,BEBIDAS,0.2,0.39,10,20,8410128160623,1,0,20,,,,,,,,,,,,,,,0
YATEKOMO GAMBAS,GENERICA,0.83,1.1,10,20,8410300351115,1,0,20,,,,,,,,,,,,,,,0
MILKA SHAKE,GENERICA,1.03,1.2,10,20,8410128670672,1,0,20,,,,,,,,,,,,,,,0
YOGURT BEBER PASCUAL PLATANO,GENERICA,0.48,0.64,10,20,8410128770099,1,0,20,,,,,,,,,,,,,,,0
YOGIKIDS FRESA PASCUAL,GENERICA,1.2,1.49,10,20,8410128166458,1,0,20,,,,,,,,,,,,,,,0
YOGIKIDS FRESA PLATANO PASCUAL,GENERICA,1.13,1.49,10,20,8410128166489,1,0,20,,,,,,,,,,,,,,,0
YOGUR BEBER FRESA PASCUAL,GENERICA,0.48,0.64,10,20,8410128770068,1,0,20,,,,,,,,,,,,,,,0
OKEY FRESA 188 ML,GENERICA,0.34,0.45,10,20,8410128191825,1,0,20,,,,,,,,,,,,,,,0
OKEY FRESA 750 ML,GENERICA,0.83,1.1,10,20,8410128191214,1,0,20,,,,,,,,,,,,,,,0
YOGURT FRESA PASCUAL LIQUIDO 750 ML,GENERICA,1.28,1.69,10,20,8410128416225,1,0,20,,,,,,,,,,,,,,,0
YOGURT PLANTANO PASCUAL LIQUIDO 750 ML,GENERICA,1.28,1.69,10,20,8410128416263,1,0,20,,,,,,,,,,,,,,,0
BIFRUTAS TROPICAL 240ML,GENERICA,0.45,0.65,21,20,8410128776831,1,0,20,,,,,,,,,,,,,,,0
YOGURT PASCUAL MACEDONIA,NEVERA,0.95,1.25,10,20,8410128122805,1,0,20,,,,,,,,,,,,,,,0
YOGURT PASCUAL NATURAL AZUCARADO,GENERICA,1.13,1.49,10,20,8410128122966,1,0,20,,,,,,,,,,,,,,,0
YOGURT PASCUAL COCO,GENERICA,1.13,1.49,10,20,8410128122881,1,0,20,,,,,,,,,,,,,,,0
NATILLAS DE VAINILLA PASCUAL,GENERICA,1.56,1.95,4,20,8410128758769,1,0,20,,,,,,,,,,,,,,,0
YOGURT PASCUAL LIMON,GENERICA,0.95,1.25,10,20,8410128122928,1,0,20,,,,,,,,,,,,,,,0
FAN DE VAINILLA PASCUAL,GENERICA,1.28,1.69,10,20,8410128430030,1,0,20,,,,,,,,,,,,,,,0
YOGUR LIMON DESNATADO PASCUAL,GENERICA,1.06,1.4,10,20,8410128122560,1,0,20,,,,,,,,,,,,,,,0
YOGURT FRESA DESNATADO PASCUAL,GENERICA,1.06,1.4,10,20,8410128122522,1,0,20,,,,,,,,,,,,,,,0
CALAMARES BOYA SALSA AMERICANA,GENERICA,1.66,2.19,10,20,8411945002080,1,0,20,,,,,,,,,,,,,,,0
APIS DE 3,GENERICA,1.38,1.82,10,20,8410000814996,1,0,20,,,,,,,,,,,,,,,0
NATA PASCUAL 200 ML,GENERICA,0.76,1,10,20,8410128055158,1,0,20,,,,,,,,,,,,,,,0
NATA PASCUAL 500ML,GENERICA,1.7,2.25,10,20,8410128055318,1,0,20,,,,,,,,,,,,,,,0
TANDY RAZAS PEQUEðAS,GENERICA,1.78,2.35,10,20,8480024839206,1,0,20,,,,,,,,,,,,,,,0
ALHAMBRA TRADICIONAL X6,BEBIDAS,1.75,2.99,21,20,8413681110296,1,0,20,523318,,,,,,,,,,,,,,0
TORTITAS ARROZ ALTEZA,GENERICA,0.61,0.8,10,20,8480024752420,1,0,20,,,,,,,,,,,,,,,0
PALOMITAS UP CON SAL,GENERICA,0.98,1.29,10,20,8412600021811,1,0,20,,,,,,,,,,,,,,,0
MEJILLONES PICANTES ALTEZA,GENERICA,0.9,1.19,10,20,8480024736598,1,0,20,,,,,,,,,,,,,,,0
MAXI BOM,GENERICA,3.6,4.75,10,20,8000300299731,1,0,20,,,,,,,,,,,,,,,0
FLOR SUAV. CONC. OCEANICO 45+5 D. 1.150,DROGUERIA,1.35,2,10,20,8410104132255,1,0,20,7270,,,,,,,,,,,,,,0
COCA COLA 33 CL,BEBIDAS,0.36,0.52,21,20,5740700988349,1,0,20,134677,,,,,,,,,,,,,,0
LAGARTO AMONIACO PERFUMADO DETERGENTE 1.,DROGUERIA,0.56,1.1,21,20,8410761003035,1,0,20,3656,,,,,,,,,,,,,,0
GALLO TIBURON N\ 0,ALIMENTACION,0.79,1.1,10,20,8410069002150,1,0,20,,,,,,,,,,,,,,,0
GEL BAðO ARGAN NUKY,GENERICA,0.69,1,21,20,8410757958875,1,0,20,,,,,,,,,,,,,,,0
ASEVI LIMPIADOR DESINFEC. GERPOSTAR 1280,DROGUERIA,1.7,2.42,21,20,8411582241422,1,0,20,,,,,,,,,,,,,,,0
ACEITUNAS RELLENAS ALTEZA,GENERICA,0.86,1.14,10,20,8480024738165,1,0,20,,,,,,,,,,,,,,,0
GUISANTES FINOS ALTEZA,GENERICA,0.62,0.82,10,20,8480024742001,1,0,20,,,,,,,,,,,,,,,0
RUFFLES YORK'ESO,SNACKS ( PEPSICO. GREFUSA DULCESOL ),1.02,1.35,10,20,8410199019738,1,0,20,,,,,,,,,,,,,,,0
SCHWEPPES BOTELLIN,BEBIDAS,2.15,3.3,21,20,8414100342656,1,0,20,362656,,,,,,,,,,,,,,0
ESTRELLA GALICIA BOTELLIN,GENERICA,2,2.9,21,20,8412598001765,1,0,20,,,,,,,,,,,,,,,0
ESTRELLA GALICIA BOTELLIN SIN ALCOHOL,GENERICA,2.13,3.1,21,20,8412598001666,1,0,20,,,,,,,,,,,,,,,0
PICATOSTES VELARTE,GENERICA,0.49,0.65,10,20,8410998001637,1,0,20,,,,,,,,,,,,,,,0
OR'XATA PREMIUM,GENERICA,1.17,1.55,10,20,8437017883166,1,0,20,,,,,,,,,,,,,,,0
SUAVIZANTE SAN 60 LAVADOS,GENERICA,1.34,1.95,21,20,8410046701007,1,0,20,,,,,,,,,,,,,,,0
CEREZAS,DROGUERIA,4.5,5.95,4,20,CEREZAS,1,0,20,,,,,,,,,,,,,,,0
MANZANA FUJI,DROGUERIA,1.65,2.55,4,20,FUJI,1,0,20,,,,,,,,,,,,,,,0
SOLAN DE CABRAS 1,GENERICA,0.53,0.7,10,20,SOLAN DE CABRAS,1,0,20,,,,,,,,,,,,,,,0
PACK SOLAN DE CABRAS,GENERICA,3.18,4.2,10,20,AGUA SOLAN,1,0,20,,,,,,,,,,,,,,,0
DETERGENTE ORO COLOR,DROGUERIA,1.9,2.99,21,20,8410498007184,1,0,20,2746,,,,,,,,,,,,,,0
SUAVIZANTE SAN FLORAL,GENERICA,1.34,1.95,21,20,8410046173163,1,0,20,,,,,,,,,,,,,,,0
ARROZ 3 DELICIAS CARRETILLA,GENERICA,1.59,2.1,10,20,8410416005797,1,0,20,,,,,,,,,,,,,,,0
MACARRONES BOLOðESA CARRETILLA,GENERICA,1.33,1.75,10,20,8410416006145,1,0,20,,,,,,,,,,,,,,,0
RAINBOW  PROMOCION,GENERICA,2.12,2.8,10,20,5601929001311,1,0,20,,,,,,,,,,,,,,,0
CHETOS PELOTAZOS,SNACKS ( PEPSICO. GREFUSA DULCESOL ),0.91,1.2,10,20,8410199019523,1,0,20,,,,,,,,,,,,,,,0
AXE DESODORANTE SPRAY YOU,DROGUERIA,1.39,1.98,21,20,6001087364706,1,0,20,4235,,,,,,,,,,,,,,0
TORTITA ANIS DULCESOL 7 UDS. 225 GR.,SNACKS ( PEPSICO. GREFUSA DULCESOL ),0.64,1,10,20,8410087071800,1,0,20,07204,,,,,,,,,,,,,,0
MERMELADA HERO MELOCOTON,GENERICA,1.2,1.59,10,20,8410175069344,1,0,20,,,,,,,,,,,,,,,0
ALHAMBRA TRADICIONAL 1L,BEBIDAS,0.84,1.35,10,20,8413681010152,1,0,20,522117,,,,,,,,,,,,,,0
MAHOU PACK 24 UDS,BEBIDAS,7.68,12.48,10,20,8411327020008,1,0,20,500405,,,,,,,,,,,,,,0
SALADITOS DULCESOL,GENERICA,0.76,1,10,20,8410087900421,1,0,20,,,,,,,,,,,,,,,0
COLACAO,GENERICA,2.08,2.74,10,20,8410014478733,1,0,20,,,,,,,,,,,,,,,0
INTEGRAL DE MOLDE DULCESOL,GENERICA,0.76,1,10,20,8410087413068,1,0,20,,,,,,,,,,,,,,,0
LUZIL,DROGUERIA,2.3,3.5,21,20,8411897105396,1,0,20,740223,,,,,,,,,,,,,,0
SAN MIGUEL 1516,GENERICA,0.48,0.7,21,20,8410655010019,1,0,20,,,,,,,,,,,,,,,0
ONDULADAS JAMON,GENERICA,0.76,1,10,20,8410564001245,1,0,20,,,,,,,,,,,,,,,0
PRINGLES ORIGINAL 40 G,GENERICA,0.64,0.85,10,20,5053990107339,1,0,20,,,,,,,,,,,,,,,0
PRINGLES ONION 40 G,GENERICA,0.64,0.85,10,20,5053990107384,1,0,20,,,,,,,,,,,,,,,0
ARIEL TABS ULTRA OXI 14 LAV,GENERICA,3.44,4.99,21,20,8001841941486,1,0,20,,,,,,,,,,,,,,,0
CERVEZA TURIA BOTELLIN,BEBIDAS,0.38,0.59,21,20,8413194091945,1,0,20,523319,,,,,,,,,,,,,,0
DON SIMON BLANCO,BEBIDAS,0.9,1.2,21,20,8410261273105,1,0,20,521220,,,,,,,,,,,,,,0
DON SIMON TINTO,BEBIDAS,0.9,1.2,21,20,8410261271101,1,0,20,521218,,,,,,,,,,,,,,0
APIS MAGRO,GENERICA,1.63,2.15,10,20,8410218214335,1,0,20,,,,,,,,,,,,,,,0
KETCHUP HEIZ,GENERICA,1.13,1.49,10,20,87157635,1,0,20,,,,,,,,,,,,,,,0
SALMOREJO ALVALLE,GENERICA,1.89,2.5,10,20,8422174750062,1,0,20,,,,,,,,,,,,,,,0
COMPANGO LA ALDEA,GENERICA,1.86,2.45,10,20,8436014323019,1,0,20,,,,,,,,,,,,,,,0
Varios,ALIMENTACION,0,0,21,20,9004380126714,1,0,20,,,,,,,,,,,,,,,0
BEBIDA FRIA 0.20 EUROS,SERVICIOS,0.14,0.2,21,20,9004380126715,1,0,20,,,,,,,,,,,,,,,0
PIZZA RISTORANTE 4 QUESOS,NEVERA,2.58,3.4,10,20,4001724818908,1,0,20,,,,,,,,,,,,,,,0
HUMMUS MAHN MAC 240G.,NEVERA,1.29,1.7,10,20,8437005286665,1,0,20,,,,,,,,,,,,,,,0
FLAN DE QUESO GOSHUA 2U,NEVERA,1.2,1.53,10,20,8413311000690,1,0,20,1026015,,,,,,,,,,,,,,0
ARROZ CON LECHE GOSHUA,GENERICA,0.95,1.25,10,20,84154651,1,0,20,,,,,,,,,,,,,,,0
NATILLAS HUEVO Y VAINILLA GOSHUA,GENERICA,0.95,1.25,10,20,8413311000034,1,0,20,,,,,,,,,,,,,,,0
ICE COFFEE LATTE MACCHIATO ALTEZA,GENERICA,0.68,0.9,10,20,8480024733245,1,0,20,,,,,,,,,,,,,,,0
ALPRO CAFE ALMENDRA,GENERICA,1.13,1.49,10,20,5411188128519,1,0,20,,,,,,,,,,,,,,,0
YOPRO UHT CHOCOLATE,GENERICA,1.51,1.99,10,20,8410500025052,1,0,20,,,,,,,,,,,,,,,0
YOGUR NATURAL PASCUAL PACK 4U,NEVERA,0.76,1,10,20,8410128122843,1,0,20,,,,,,,,,,,,,,,0
MIX UPS QUESO 90G.,SNACKS ( PEPSICO. GREFUSA DULCESOL ),0.91,1.2,10,20,8410199016669,1,0,20,,,,,,,,,,,,,,,0
RABANITO,DROGUERIA,0.95,1.35,4,20,RABANITO,1,0,20,,,,,,,,,,,,,,,0
AGUACATE,DROGUERIA,1.6,7.1,4,20,AGUACATE,1,0,20,,,,,,,,,,,,,,,0
AJOS PUERRO,DROGUERIA,0.44,2.39,21,20,AJOS PUERRO,1,0,20,,,,,,,,,,,,,,,0
BANDEJA AJOS TIERNOS,DROGUERIA,1.3,1.85,21,20,AJOS TIERNOS,1,0,20,,,,,,,,,,,,,,,0
BANDEJA PUCHERO,DROGUERIA,1.3,2.05,4,20,PUCHERO,1,0,20,,,,,,,,,,,,,,,0
BERENJENA NEGRA,DROGUERIA,0.8,1.25,4,20,BERENJENA,1,0,20,,,,,,,,,,,,,,,0
CALABACIN NEGRO,DROGUERIA,1,1.45,4,20,CALABACIN,1,0,20,,,,,,,,,,,,,,,0
CARLOTA,DROGUERIA,0.67,0.97,4,20,CARLOTA,1,0,20,,,,,,,,,,,,,,,0
CEBOLLA COMUN,DROGUERIA,0.55,0.8,4,20,COMUN,1,0,20,,,,,,,,,,,,,,,0
CEBOLLA DULCE,DROGUERIA,1.25,1.9,4,20,DULCE,1,0,20,,,,,,,,,,,,,,,0
CIRUELO ROJO,DROGUERIA,1.5,2.55,4,20,ROJO,1,0,20,,,,,,,,,,,,,,,0
COLIFLOR,DROGUERIA,1.5,2.25,4,20,COLIFLOR,1,0,20,,,,,,,,,,,,,,,0
COL DURA,DROGUERIA,1.5,2.25,4,20,COL,1,0,20,,,,,,,,,,,,,,,0
ESPARRAGOS,DROGUERIA,1.8,2.4,4,20,ESPARRAGO,1,0,20,,,,,,,,,,,,,,,0
JUDIA PERONA,DROGUERIA,2.5,3.95,4,20,PERONA,1,0,20,,,,,,,,,,,,,,,0
KIWI,DROGUERIA,2.45,4,4,20,KIWI,1,0,20,,,,,,,,,,,,,,,0
MELOCOTON,GENERICA,1.5,2.45,4,20,MELOCOTON,1,0,20,,,,,,,,,,,,,,,0
MELOCOTON PARAGUAYO,GENERICA,2,2.9,4,20,PARAGUAYO,1,0,20,,,,,,,,,,,,,,,0
NARANJAS,DROGUERIA,1.1,1.5,4,20,NARANJAS,1,0,20,,,,,,,,,,,,,,,0
PATATA BLANCA,DROGUERIA,0.5,0.7,4,20,BLANCA,1,0,20,,,,,,,,,,,,,,,0
NECTARINA,DROGUERIA,1.5,2.5,4,20,NECTARINA,1,0,20,,,,,,,,,,,,,,,0
NISPEROS,DROGUERIA,1.5,3.8,4,20,NISPEROS,1,0,20,,,,,,,,,,,,,,,0
PERA CONFERENCIA,DROGUERIA,1.95,2.5,4,20,CONFERENCIA,1,0,20,,,,,,,,,,,,,,,0
PERA ALEJANDRINA,DROGUERIA,1.48,1.85,4,20,ALEJANDRINA,1,0,20,,,,,,,,,,,,,,,0
SANDIA PARTIDA,DROGUERIA,0.6,0.95,4,20,PARTIDA,1,0,20,,,,,,,,,,,,,,,0
PIMIENTO ROJO,DROGUERIA,1.5,2.35,4,20,PIMIENTO,1,0,20,,,,,,,,,,,,,,,0
PIMIENTO ITALIANO,DROGUERIA,1.1,1.95,4,20,ITALIANO,1,0,20,,,,,,,,,,,,,,,0
PLATANOS,DROGUERIA,1.65,1.95,4,20,PLATANOS,1,0,20,,,,,,,,,,,,,,,0
TOMATE VERDE ENSALADA,DROGUERIA,1.6,2.15,4,20,ENSALADA,1,0,20,,,,,,,,,,,,,,,0
TOMATE CHERRY,DROGUERIA,2,3.1,4,20,CHERRY,1,0,20,,,,,,,,,,,,,,,0
TOMATE DANIELA,DROGUERIA,1.3,1.85,4,20,DANIELA,1,0,20,,,,,,,,,,,,,,,0
PATATA AGRIA SACO,DROGUERIA,15,20,4,20,AGRIA,1,0,20,,,,,,,,,,,,,,,0
FARTON,BOLLERIA DULCE,0.24,0.32,10,20,FARTON1,1,0,20,,,,,,,,,,,,,,,0
FARTON CHOCO 3U,BOLLERIA DULCE,0.83,1.1,10,20,FARTON CHOCO3,1,0,20,,,,,,,,,,,,,,,0
EMPANADILLA PISTO 1U,BOLLERIA SALADA,0.53,0.7,10,20,EMP.PISTO1,1,0,20,,,,,,,,,,,,,,,0
EMPANADILLA PISTO 2U,BOLLERIA SALADA,0.91,1.2,10,20,EMP.PISTO3,1,0,20,,,,,,,,,,,,,,,0
MINI EMPANADILLA MORCILLA 1U,BOLLERIA SALADA,0.3,0.4,10,20,MINIEMPMO,1,0,20,,,,,,,,,,,,,,,0
AXE DEO.SPRAY DARK TEMPTATION,DROGUERIA,1.37,1.99,21,20,8717163640791,1,0,20,,,,,,,,,,,,,,,0
SAN MIGUEL O.O BOTELLIN PACK 6U,BEBIDAS,1.69,2.45,21,20,8410655006173,1,0,20,,,,,,,,,,,,,,,0
MUSLOS DE PATO CASCAJ. 400G,GENERICA,3.44,4.54,10,20,431562180770,1,0,20,,,,,,,,,,,,,,,0
PECHUGUITA POLLO AJILLO 250G,GENERICA,2.5,3.3,10,20,8431562060157,1,0,20,,,,,,,,,,,,,,,0
CARRILLERA VACUNO CASCAJ. 300G,GENERICA,3.26,4.3,10,20,8431562060119,1,0,20,,,,,,,,,,,,,,,0
LACASITOS LAPICERO 20G,GENERICA,0.76,1,10,20,8410740096201,1,0,20,,,,,,,,,,,,,,,0
AZUCAR MORENO PANELLA 500G,ALIMENTACION,1.48,2.05,10,20,8410714109340,1,0,20,103347,,,,,,,,,,,,,,0
GIORGI ESPUMA MAXI VOL.ULTRA FUERTE,GENERICA,1.58,2.3,21,20,8411135261099,1,0,20,,,,,,,,,,,,,,,0
JUDIA VERDE PLANA,GENERICA,0.61,0.8,10,20,84139930467,1,0,20,,,,,,,,,,,,,,,0
AXE DEO.SP BLACK NIGHT 160ML,GENERICA,1.37,1.99,21,20,8710447484289,1,0,20,,,,,,,,,,,,,,,0
AGUA BEZOYA PACK 6U,BEBIDAS,2.26,3.25,10,20,8410128160036,1,0,20,,,,,,,,,,,,,,,0
PALMERITAS DULCESOL 1 Ç 16 UDS.,SNACKS ( PEPSICO. GREFUSA DULCESOL ),0.66,1,10,20,8410087041230,1,0,20,04452,,,,,,,,,,,,,,0
TWIN GO GULLON 290G,ALIMENTACION,0.91,1.2,10,20,8410376046939,1,0,20,,,,,,,,,,,,,,,0
ALITAS PARTIDAS POLLO,ALIMENTACION,3.41,4.5,10,20,ALITAS,1,0,20,,,,,,,,,,,,,,,0
JAMONCITOS POLLO,ALIMENTACION,3.18,4.2,10,20,JAMONCITOS,1,0,20,,,,,,,,,,,,,,,0
PECHUGAS POLLO FILETEADA,ALIMENTACION,5.11,6.75,10,20,FILETEADA,1,0,20,,,,,,,,,,,,,,,0
PECHUGAS POLLO ENTERAS,ALIMENTACION,4.64,6.13,10,20,ENTERAS,1,0,20,,,,,,,,,,,,,,,0
NICKY WC ULTRASOFT PERF. 12U,DROGUERIA,1.68,2.69,21,20,8004260460095,1,0,20,,,,,,,,,,,,,,,0
OREO BATIDO 200ML,SNACKS ( PEPSICO. GREFUSA DULCESOL ),1.16,1.29,10,20,8410128670733,1,0,20,,,,,,,,,,,,,,,0
CHEETOS RIZOS,SNACKS ( PEPSICO. GREFUSA DULCESOL ),0.91,1.2,10,20,8410199020741,1,0,20,,,,,,,,,,,,,,,0
VINO EL SOTILLO BLANCO 0.75CL,GENERICA,0.75,1.09,21,20,8410415050712,1,0,20,,,,,,,,,,,,,,,0
BABARIA SOLAR P.SENSIBLES F50 PISTOLA,GENERICA,6.92,10.05,21,20,8410412000512,1,0,20,,,,,,,,,,,,,,,0
VINO EL SOTILLO TINTO 0.75L,GENERICA,0.75,1.09,21,20,8410415050729,1,0,20,,,,,,,,,,,,,,,0
LEJIA LAS DOS PALMAS 1L,DROGUERIA,0.41,0.61,21,20,8412662021231,1,0,20,624,,,,,,,,,,,,,,0
PIPAS SAL FRIT RAVICH 380G,GENERICA,1.7,2.25,10,20,8410564008244,1,0,20,,,,,,,,,,,,,,,0
QUESO OVEJA CORTADO ALBENIZ 250G,NEVERA,2.6,3.25,4,20,8427298005364,1,0,20,,,,,,,,,,,,,,,0
LAY'S MEDITERRANEAS CLASICAS 120G,SNACKS ( PEPSICO. GREFUSA DULCESOL ),1.06,1.6,10,20,8410199021458,1,0,20,,,,,,,,,,,,,,,0
CAFE L'OR COLOMBIA 10CAP.,ALIMENTACION,2.57,3.39,10,20,8711000357613,1,0,20,,,,,,,,,,,,,,,0
PIZZA BARBACOA CAMPOFRIO 410G,DROGUERIA,1.67,2.2,10,20,8410320133692,1,0,20,,,,,,,,,,,,,,,0
CHEETOS GUSTOSINES,SNACKS ( PEPSICO. GREFUSA DULCESOL ),0.76,1,10,20,8410199018601,1,0,20,,,,,,,,,,,,,,,0
