NOMBRE,FAMILIA,PRECIO_COMPRA,PRECIO_COMPRA_IVA,PRECIO_VENTA,IVA,MARGEN_AJUSTADO,MARGEN,EAN,ALTA,CANTIDAD,CANTIDAD_RESTOCK,PROVEEDOR,,P_COMPRA,PRECIO_COMPRA_CALC,Redo
BOLSA PLASTICO GRANDE,SERVICIOS,0.12,0.1452,0.15,21,20,3.305785124,BOLSA,,0,20,,,0,0.1033057851,0.1
BOLSA PLASTICO PEQUEðA,SERVICIOS,0.05,0.055,0.06,10,20,9.090909091,BOLSA P,,0,20,,,0,0.04545454545,0.05
PATATAS FRITAS JAMON ALTEZA,OTROS,0.61,0.671,0.75,10,20,11.77347243,8480024768223,,0,20,,,0,0.5681818182,0.57
PATATAS FRITAS QUESO ALTEZA,OTROS,0.61,0.671,0.75,10,20,11.77347243,8480024768230,,0,20,,,0,0.5681818182,0.57
GARBANZOS COCIDOS LUENGO,ALIMENTACION,0.55,0.605,0.98,10,20,61.98347107,8410505272017,,0,20,PRINCESALISIMO S.L.,,0.55,0.55,0.55
QUESO EDAM LONCHAS 100 GRMS,OTROS,0.92,1.012,1.12,10,20,10.67193676,8436010211150,,0,20,,,0,0.8484848485,0.85
VINO TINTO MAYOR DE CASTILLA,BEBIDAS,2.3,2.783,3.5,21,20,25.7635645,8410261752013,,0,20,PRINCESALISIMO S.L.,,2.3,2.3,2.3
LAS DOS PALMAS LEJIA DEPURADA 2 LITROS,DROGUERIA,0.75,0.9075,1.25,21,20,37.74104683,8412662021330,,0,20,CASALMA S.L.,,0.75,0.75,0.75
LITORAL LENTEJAS RIOJANA,ALIMENTACION,1.05,1.155,1.62,10,20,40.25974026,8413000065764,,0,20,PRINCESALISIMO S.L.,,1.05,1.05,1.05
GRANINI NARANJA,BEBIDAS,1.61,1.9481,1.95,21,20,0.09753092757,4002160092150,,0,20,PRINCESALISIMO S.L.,,0,1.342975207,1.34
CHOCOLATE BLANCO ALTEZA,OTROS,0.45,0.495,0.55,10,20,11.11111111,8480024732064,,0,20,,,0,0.4166666667,0.42
ESTRELLA GALICIA SIN GLUTEN,OTROS,2.7,3.267,3.27,21,20,0.09182736455,8412598006135,,0,20,,,0,2.252066116,2.25
CREMA DE QUESO CAMEMBERT,OTROS,0.89,0.9256,1.1,4,20,18.84183232,8410379914945,,0,20,,,0,0.8814102564,0.88
PEPSI LATA 33,BEBIDAS,0.4,0.484,0.48,21,20,-0.826446281,4060800100252,,0,20,PEPSICO FOODS AIE,,0,0.3305785124,0.33
VINO TINTO ESTOLA RESERVA 2017,BEBIDAS,2.79,3.3759,4.2,21,20,24.41126811,8410479510214,,0,20,PRINCESALISIMO S.L.,,2.79,2.79,2.79
FRITOS MATUTANO BBQ 110 GR,SNACKS,0.86,0.946,1.2,10,20,26.84989429,8410199020727,,0,20,PEPSICO FOODS AIE,,0.86,0.86,0.86
GALLETAS GULLON LIGERAS,OTROS,1.67,1.837,2.05,10,20,11.59499183,8410376000825,,0,20,,,0,1.553030303,1.55
CALAMAR ROMANA  400 GRS.,CONGELADOS,3,3.3,3.96,10,20,20,8410038001061,,0,20,SILOMAR ALIMENTACION S.L.U.,,3,3,3
TOMATE Y PIMIENTO FRITO VEGA BAJA,OTROS,0.92,1.012,1.12,10,20,10.67193676,8437011060433,,0,20,,,0,0.8484848485,0.85
LECHE CONDENSADA 1 KG,OTROS,2.61,2.871,3.2,10,20,11.4594218,8437013920131,,0,20,,,0,2.424242424,2.42
CHOLECK DE VAINILLA 1 L,OTROS,1,1.1,1.22,10,20,10.90909091,84150073,,0,20,,,0,0.9242424242,0.92
RAVIOLI AL HUEVO CON CARNE,OTROS,1.59,1.749,1.95,10,20,11.4922813,8410175042965,,0,20,,,0,1.477272727,1.48
ARROZ EXTRA ALTEZA,ALIMENTACION,0.75,0.825,1.16,10,20,40.60606061,8480024730626,,0,20,PRINCESALISIMO S.L.,,0.75,0.75,0.75
EDULCORANTE STEVIA ALTEZA,OTROS,1.23,1.353,1.5,10,20,10.86474501,8480024731067,,0,20,,,0,1.136363636,1.14
EKO 150 GRMS,OTROS,2.04,2.244,2.5,10,20,11.40819964,7613036569927,,0,20,,,0,1.893939394,1.89
HELADOS LAPICES,OTROS,1.02,1.122,1.25,10,20,11.40819964,8438001443120,,0,20,,,0,0.946969697,0.95
CACAO SOLUBLE ALTEZA,OTROS,1.51,1.661,1.85,10,20,11.37868754,8480024730411,,0,20,,,0,1.401515152,1.4
TOMATE FRITO BRIC ALTEZA,OTROS,0.37,0.407,0.45,10,20,10.56511057,8480024744852,,0,20,,,0,0.3409090909,0.34
HORCHATA ALTEZA,OTROS,0.9,0.99,1.1,10,20,11.11111111,8480024832696,,0,20,,,0,0.8333333333,0.83
PICOS CAMPEROS ALTEZA,OTROS,0.49,0.539,0.6,10,20,11.31725417,8480024765024,,0,20,,,0,0.4545454545,0.45
TOMATE FRITO CRISTAL 350 GRMS,OTROS,0.53,0.583,0.65,10,20,11.4922813,8480024744333,,0,20,,,0,0.4924242424,0.49
MINI BISCOTES ALTEZA,OTROS,0.61,0.671,0.75,10,20,11.77347243,8480024764492,,0,20,,,0,0.5681818182,0.57
CERVEZA VOLL-DAMM 33,OTROS,0.7,0.847,0.85,21,20,0.3541912633,8410793036131,,0,20,,,0,0.585399449,0.59
FIDEO ENTREFINO ALTEZA 500 G,OTROS,0.57,0.627,0.7,10,20,11.64274322,8480024776075,,0,20,,,0,0.5303030303,0.53
FIDEO CABELLIN ALTEZA 500 G,OTROS,0.57,0.627,0.7,10,20,11.64274322,8480024776068,,0,20,,,0,0.5303030303,0.53
MACARRON ALTEZA 500 G,OTROS,0.57,0.627,0.7,10,20,11.64274322,8480024776136,,0,20,,,0,0.5303030303,0.53
SPAGHETTI 1 KG,OTROS,1.02,1.122,1.25,10,20,11.40819964,8480024776181,,0,20,,,0,0.946969697,0.95
KAIKU COLOMBIA,SNACKS,1.09,1.199,1.25,10,20,4.253544621,8432425092384,,0,20,GREFUSA S.L.,,1.09,1.09,1.09
ROSQUILLETAS VELARTE CEREALES,OTROS,0.82,0.902,1,10,20,10.86474501,8410998002757,,0,20,,,0,0.7575757576,0.76
PACK AHORRO DOLCE GUSTO CAFE CON LECHE,ALIMENTACION,8.85,9.735,13.2,10,20,35.59322034,7613035955172,,0,20,PRINCESALISIMO S.L.,,8.85,8.85,8.85
HARINA DE TRIGO 1 KG ALTEZA,ALIMENTACION,0.6,0.624,1.2,4,20,92.30769231,8480024754509,,0,20,PRINCESALISIMO S.L.,,0.6,0.6,0.6
ACEITUNA CORBI SOSA,OTROS,2.29,2.519,2.8,10,20,11.15522033,8413236730122,,0,20,,,0,2.121212121,2.12
GUILLETTE ESPUMA CLASICA,DROGUERIA,0.98,1.1858,1.98,21,20,66.97588126,7702018980925,,0,20,CASALMA S.L.,,0.98,0.98,0.98
LA SERRETA 1L,OTROS,0.33,0.363,0.4,10,20,10.19283747,8429076000134,,0,20,,,0,0.303030303,0.3
LIMON ALTEZA,OTROS,0.5,0.605,0.6,21,20,-0.826446281,8480024834614,,0,20,,,0,0.4132231405,0.41
SIDRA EL GAITERO,BEBIDAS,1.56,1.8876,1.98,21,20,4.895104895,8411079501282,,0,20,PRINCESALISIMO S.L.,,1.56,1.56,1.56
SNACK AVELLANA,OTROS,0.25,0.275,0.3,10,20,9.090909091,7613036328760,,0,20,,,0,0.2272727273,0.23
SNACK LECHE,OTROS,0.25,0.275,0.3,10,20,9.090909091,7613036267649,,0,20,,,0,0.2272727273,0.23
CHOCOLATE CON LECHE ALTEZA,OTROS,0.73,0.803,0.89,10,20,10.83437111,8480024732071,,0,20,,,0,0.6742424242,0.67
MAIZ ALTEZA 340 GRMS,OTROS,1.14,1.254,1.4,10,20,11.64274322,8480024739834,,0,20,,,0,1.060606061,1.06
LECHE CONDENSADA ALTEZA 450 GRMS,OTROS,1.39,1.529,1.7,10,20,11.18378025,8480024832528,,0,20,,,0,1.287878788,1.29
AGRADO CHAMPU FRECUENTE PH.5.5 1250 ML.,DROGUERIA,1.02,1.2342,1.45,21,20,17.48501053,8433295040925,,0,20,CASALMA S.L.,,1.02,1.02,1.02
ATUN RIBEIRA 3 LATAS ACEITE OLIVA,OTROS,1.63,1.793,1.99,10,20,10.98717234,8429583010527,,0,20,,,0,1.507575758,1.51
DON SIMON NARANJA PACK 6,ALIMENTACION,0.98,1.078,1.79,10,20,66.04823748,8410261650203,,0,20,PRINCESALISIMO S.L.,,0.98,0.98,0.98
SOPA AVE CON FIDEOS G.B,OTROS,0.53,0.583,0.65,10,20,11.4922813,8410300101345,,0,20,,,0,0.4924242424,0.49
SOPA DE AVE CON ARROZ G.B.,ALIMENTACION,0.38,0.418,0.55,10,20,31.57894737,8410300101741,,0,20,PRINCESALISIMO S.L.,,0.38,0.38,0.38
NARANJA ALTEZA,OTROS,0.5,0.605,0.6,21,20,-0.826446281,8480024834607,,0,20,,,0,0.4132231405,0.41
COLA REFRESCO ALTEZA,OTROS,0.5,0.605,0.6,21,20,-0.826446281,8480024834621,,0,20,,,0,0.4132231405,0.41
RENOVA ROLLO EXTRA XXL MAX,DROGUERIA,1.85,2.2385,2.22,21,20,-0.826446281,5601028014540,,0,20,ALMACENES ESCRIBANO S.A.,,1.85,1.85,1.85
KNORR CALDO PESCADO,ALIMENTACION,0.55,0.605,1.4,10,20,131.4049587,8410127062553,,0,20,PRINCESALISIMO S.L.,,0.55,0.55,0.55
COCKTAIL CHILI. EL CACAHUETERO,OTROS,0.82,0.902,1,10,20,10.86474501,8435450723612,,0,20,,,0,0.7575757576,0.76
COCKTAIL MIL MOSTAZA,OTROS,0.82,0.902,1,10,20,10.86474501,8435450723605,,0,20,,,0,0.7575757576,0.76
COCKTAIL CURRI EL CACAHUETERO,OTROS,0.82,0.902,1,10,20,10.86474501,8435450723629,,0,20,,,0,0.7575757576,0.76
COCTEL ALMOND EL CACAHUETERO,OTROS,0.82,0.902,1,10,20,10.86474501,8435450723636,,0,20,,,0,0.7575757576,0.76
CACAHUETE FRITO PIEL,OTROS,0.82,0.902,1,10,20,10.86474501,8435450722561,,0,20,,,0,0.7575757576,0.76
CEBOLLA FRITA EL CACAHUETERO,OTROS,0.82,0.902,1,10,20,10.86474501,8435450713606,,0,20,,,0,0.7575757576,0.76
COCTEL HAITIANO,OTROS,0.82,0.902,1,10,20,10.86474501,8435450723643,,0,20,,,0,0.7575757576,0.76
COCKTAIL FRUTOS SECOS,OTROS,0.82,0.902,1,10,20,10.86474501,8435450723506,,0,20,,,0,0.7575757576,0.76
DUEDOT BOMBON,BOLLERIA DULCE,0.61,0.671,0.75,10,20,11.77347243,5,,0,20,,,0,0.5681818182,0.57
DON SIMON NECTAR MULTIFRUTAS S/AZUCAR,ALIMENTACION,0.68,0.8228,0.99,21,20,20.32085561,8410261650166,,0,20,PRINCESALISIMO S.L.,,0.68,0.68,0.68
BOLLISOL,SNACKS,0.82,0.902,1,10,20,10.86474501,8410087540139,,0,20,DISTRIBUIDORA LEVANTINA DE PASTELERIA S.L.,,0,0.7575757576,0.76
KINDER BUENO,OTROS,0.82,0.902,1,10,20,10.86474501,80052760,,0,20,,,0,0.7575757576,0.76
KINDER BUENO BLANCO,OTROS,0.82,0.902,1,10,20,10.86474501,80761761,,0,20,,,0,0.7575757576,0.76
PANNINI JAMON Y QUESO DR. OETKER,OTROS,2,2.2,2.45,10,20,11.36363636,8410074002695,,0,20,,,0,1.856060606,1.86
KINDER SORPRESA MAXI,OTROS,4.49,4.939,5.5,10,20,11.35857461,4008400230726,,0,20,,,0,4.166666667,4.17
PIZZA BARBACOA DR.OETKER,OTROS,2.78,3.058,3.4,10,20,11.18378025,4001724023203,,0,20,,,0,2.575757576,2.58
PIZZA SPECIALE,OTROS,2.78,3.058,3.4,10,20,11.18378025,4001724016922,,0,20,,,0,2.575757576,2.58
TOBLERONE MINI,OTROS,2.98,3.278,3.65,10,20,11.34838316,3274664069018,,0,20,,,0,2.765151515,2.77
NESTLE CHOCO CON TOSTARRICA,OTROS,1.06,1.166,1.3,10,20,11.4922813,7613038391335,,0,20,,,0,0.9848484848,0.98
VALOR CACAO A LA TAZA 250G,OTROS,1.14,1.254,1.39,10,20,10.84529506,8410109113068,,0,20,,,0,1.053030303,1.05
KINDER CHOCOLATE 4 TABLETAS,OTROS,0.82,0.902,1,10,20,10.86474501,80177609,,0,20,,,0,0.7575757576,0.76
GEL DE BAðO FA LIMONES DEL CARIBE,OTROS,1.65,1.9965,2,21,20,0.1753067869,8410436207539,,0,20,,,0,1.377410468,1.38
SAL DE MESA FINA MILENIA 1 KG,ALIMENTACION,0.19,0.209,0.33,10,20,57.89473684,8410802120035,,0,20,PRINCESALISIMO S.L.,,0.19,0.19,0.19
SALADITOS VELARTE,OTROS,0.82,0.902,1,10,20,10.86474501,8410998000203,,0,20,,,0,0.7575757576,0.76
FIDEOS GALLO N║ 2,OTROS,0.81,0.891,0.99,10,20,11.11111111,8410069018335,,0,20,,,0,0.75,0.75
DOLCE GUSTO RISTRETO,ALIMENTACION,3.87,4.257,4.5,10,20,5.708245243,7613032341640,,0,20,PRINCESALISIMO S.L.,,3.87,3.87,3.87
DOLCE GUSTO AMERICANO,ALIMENTACION,3.87,4.257,4.5,10,20,5.708245243,7613032743352,,0,20,PRINCESALISIMO S.L.,,3.87,3.87,3.87
DOLCE GUSTO GRANDE INTENSO,ALIMENTACION,3.3,3.63,4.5,10,20,23.96694215,7613287162267,,0,20,PRINCESALISIMO S.L.,,3.3,3.3,3.3
AZUCAR MORENO SIDUL,OTROS,1.59,1.749,1.95,10,20,11.4922813,5601370003032,,0,20,,,0,1.477272727,1.48
VALOR CACAO NATURAL,OTROS,2.29,2.519,2.8,10,20,11.15522033,8410109115543,,0,20,,,0,2.121212121,2.12
CHOCOLATE NESTLE JUNGLY,OTROS,1.06,1.166,1.3,10,20,11.4922813,7613287161819,,0,20,,,0,0.9848484848,0.98
AGUA CON GAS 1.5 L ALTEZA,OTROS,0.41,0.451,0.5,10,20,10.86474501,8480024761293,,0,20,,,0,0.3787878788,0.38
MAIZ DIDI,OTROS,0.57,0.627,0.7,10,20,11.64274322,8426963023047,,0,20,,,0,0.5303030303,0.53
ARROZ LARGO DACSA 1 KG.,ALIMENTACION,0.97,1.067,1.19,10,20,11.52764761,8410324221449,,0,20,PRINCESALISIMO S.L.,,0,0.9015151515,0.9
CHIQUILIN OSITOS MIEL,SNACKS,0.82,0.902,1,10,20,10.86474501,8436048452594,,0,20,,,0,0.7575757576,0.76
BOCADITOS AJO PEREJIL ALBA,OTROS,0.82,0.902,1,10,20,10.86474501,8430777110015,,0,20,,,0,0.7575757576,0.76
BOCADITOS TOMATE OREGANO ALBA,OTROS,0.82,0.902,1,10,20,10.86474501,8430777120014,,0,20,,,0,0.7575757576,0.76
CHOCO BARRA FLAKES,OTROS,0.82,0.902,1,10,20,10.86474501,8434165499515,,0,20,,,0,0.7575757576,0.76
ACEITUNAS MANZANILLA 400GRMS GUEROLA,OTROS,1.63,1.793,1.99,10,20,10.98717234,8412510117376,,0,20,,,0,1.507575758,1.51
NESCAFE AFRICA,OTROS,2.82,3.102,3.45,10,20,11.21856867,7630477879774,,0,20,,,0,2.613636364,2.61
NESCAFE INDIA,OTROS,2.82,3.102,3.45,10,20,11.21856867,7630477879699,,0,20,,,0,2.613636364,2.61
NESCAFE AMERICAS,ALIMENTACION,2.45,2.695,3.45,10,20,28.0148423,7630477879859,,0,20,PRINCESALISIMO S.L.,,2.45,2.45,2.45
ASTURIANA SOJA,OTROS,1.06,1.166,1.3,10,20,11.4922813,8410297161315,,0,20,,,0,0.9848484848,0.98
PULEVA OMEGA 3,ALIMENTACION,1.04,1.144,1.45,10,20,26.74825175,8411700011111,,0,20,PRINCESALISIMO S.L.,,1.04,1.04,1.04
BRIK ASTURIANA DESNATADA,OTROS,0.72,0.7488,0.89,4,20,18.85683761,8410297012105,,0,20,,,0,0.7131410256,0.71
BRIK ASTURIANA SEMIDESNATADA,OTROS,0.72,0.7488,0.89,4,20,18.85683761,8410297012150,,0,20,,,0,0.7131410256,0.71
BRIK ASTURIANA ENTERA,ALIMENTACION,0.72,0.7488,0.89,4,20,18.85683761,8410297112041,,0,20,PRINCESALISIMO S.L.,,0,0.7131410256,0.71
MIX Y GO TIJUANA,OTROS,1.23,1.353,1.5,10,20,10.86474501,8413164019108,,0,20,,,0,1.136363636,1.14
NESCAFRE AMERICAS,OTROS,2.82,3.102,3.45,10,20,11.21856867,9004380126711,,0,20,,,0,2.613636364,2.61
MAIZ ALTEZA X3,ALIMENTACION,1.18,1.298,1.47,10,20,13.25115562,8480024739841,,0,20,PRINCESALISIMO S.L.,,1.18,1.18,1.18
SARDINAS EN ACEITE VEGETL ALTEZA,OTROS,0.61,0.671,0.75,10,20,11.77347243,8480024737151,,0,20,,,0,0.5681818182,0.57
DANONE PARA BEBER PLATANO FRESA,OTROS,0.89,0.979,1.09,10,20,11.3381001,8410500023737,,0,20,,,0,0.8257575758,0.83
VITALINEA ARANDANOS 0%,OTROS,1.46,1.606,1.79,10,20,11.45703611,8410500025373,,0,20,,,0,1.356060606,1.36
ACTIVIA FRANBUESA Y GRANADA,OTROS,1.05,1.155,1.29,10,20,11.68831169,8410500022280,,0,20,,,0,0.9772727273,0.98
DANONE BEBER FRESA,OTROS,0.89,0.979,1.09,10,20,11.3381001,8410500023720,,0,20,,,0,0.8257575758,0.83
SARDINILLAS EN SALSA DE TOMATE,OTROS,0.61,0.671,0.75,10,20,11.77347243,8480024737373,,0,20,,,0,0.5681818182,0.57
SCOTTEX COCINA GIGANTE,DROGUERIA,1.22,1.4762,2,21,20,35.48299688,5029053038711,,0,20,CASALMA S.L.,,1.22,1.22,1.22
YATEKOMO POLL,OTROS,1.23,1.353,1.5,10,20,10.86474501,8410300352280,,0,20,,,0,1.136363636,1.14
AGUA VALTORRE 105 L,OTROS,0.29,0.319,0.36,10,20,12.85266458,8420030011500,,0,20,,,0,0.2727272727,0.27
GALLO PLUMAS N║ 6 450 GR.,ALIMENTACION,0.79,0.869,1.19,10,20,36.93901036,8410069018991,,0,20,PRINCESALISIMO S.L.,,0.79,0.79,0.79
MAXIBON COOKIE X4,OTROS,3.88,4.268,4.75,10,20,11.29334583,8000300313918,,0,20,,,0,3.598484848,3.6
ACTIVIA NATURAL 0%,OTROS,1.54,1.694,1.89,10,20,11.57024793,8410500012120,,0,20,,,0,1.431818182,1.43
SALVASLIP EVAX MAXI,DROGUERIA,1.99,2.4079,3.65,21,20,51.58436812,8410108133326,,0,20,CASALMA S.L.,,1.99,1.99,1.99
GASEOSA ALTEZA,BEBIDAS,0.17,0.187,0.25,10,20,33.68983957,8480024834652,,0,20,PRINCESALISIMO S.L.,,0.17,0.17,0.17
VEGALIA PIZZA CAMPOFRIO,OTROS,1.72,1.892,2.1,10,20,10.99365751,8410320288453,,0,20,,,0,1.590909091,1.59
GUBLINS QUESO XL,SNACKS,0.7,0.77,1.1,10,20,42.85714286,8413164018606,,0,20,GREFUSA S.L.,,0.7,0.7,0.7
CACAHUETES FRITOS GREFUSA,SNACKS,0.7,0.77,1,10,20,29.87012987,8413164014868,,0,20,GREFUSA S.L.,,0.7,0.7,0.7
WEIKIS,OTROS,1.63,1.793,1.99,10,20,10.98717234,8410099571794,,0,20,,,0,1.507575758,1.51
EMENTAL INTENSO,OTROS,0.81,0.8424,1,4,20,18.70845204,8436010211181,,0,20,,,0,0.8012820513,0.8
BECHAMEL RENY PICOT,OTROS,1.43,1.573,1.75,10,20,11.25238398,8410379941309,,0,20,,,0,1.325757576,1.33
PERICANA,OTROS,2.04,2.244,2.5,10,20,11.40819964,8437006832069,,0,20,,,0,1.893939394,1.89
CHISTORRA,NEVERA,0.97,1.067,1.5,10,20,40.58106842,8437002291068,,0,20,JM DISTRIBUCIONES S.A.,,0.97,0.97,0.97
GAZPACHO ALVALLE,NEVERA,1.4,1.54,2.5,10,20,62.33766234,8422174750024,,0,20,JM DISTRIBUCIONES S.A.,,1.4,1.4,1.4
CUðA DE QUESO CHOPERA,OTROS,1.13,1.1752,1.4,4,20,19.12865895,8420708021206,,0,20,,,0,1.121794872,1.12
TABLA DE PATE,OTROS,1.84,2.024,2.25,10,20,11.16600791,8411763133188,,0,20,,,0,1.704545455,1.7
ENSALADILLA RUSA,OTROS,1.23,1.353,1.5,10,20,10.86474501,8437012013469,,0,20,,,0,1.136363636,1.14
ENSALADA AMERICANA,OTROS,1.23,1.353,1.5,10,20,10.86474501,8437000395553,,0,20,,,0,1.136363636,1.14
ENSALADA DE CANGREJO,OTROS,1.43,1.573,1.75,10,20,11.25238398,8437012013476,,0,20,,,0,1.325757576,1.33
ASADO DE VERDURAS,OTROS,1.92,2.112,2.35,10,20,11.26893939,8437006408486,,0,20,,,0,1.78030303,1.78
PIMIENTO ROJO Y VERDE,OTROS,1.92,2.112,2.35,10,20,11.26893939,8437006408493,,0,20,,,0,1.78030303,1.78
PECHUGA DE PAVO SAJONIA,OTROS,2.66,2.926,3.25,10,20,11.07313739,8411030015513,,0,20,,,0,2.462121212,2.46
BOQUERON,OTROS,1.96,2.156,2.4,10,20,11.31725417,8437006839082,,0,20,,,0,1.818181818,1.82
PAPEL HORNO,DROGUERIA,0.8,0.968,1.49,21,20,53.92561983,8437010889585,,0,20,CASALMA S.L.,,0.8,0.8,0.8
SALPICON DE REJO,OTROS,1.96,2.156,2.4,10,20,11.31725417,8437006834087,,0,20,,,0,1.818181818,1.82
PECHUGA DE PAVO SERRANO,OTROS,2.66,2.926,3.25,10,20,11.07313739,8411030015506,,0,20,,,0,2.462121212,2.46
LOMO AL HORNO SERRANO,OTROS,3.06,3.366,3.75,10,20,11.40819964,8411030015551,,0,20,,,0,2.840909091,2.84
PECHUGA DE PAVO FINAS HIERBAS SERRANO,OTROS,2.66,2.926,3.25,10,20,11.07313739,8411030015520,,0,20,,,0,2.462121212,2.46
EL VENTERO CUðA TIERNO CORTADO,OTROS,2.43,2.5272,3,4,20,18.70845204,8410633560147,,0,20,,,0,2.403846154,2.4
MEDALLON DE CABRA,NEVERA,2.33,2.563,2.85,10,20,11.19781506,3228024910113,,0,20,JM DISTRIBUCIONES S.A.,,0,2.159090909,2.16
BURGO DE ARIAS MINI,OTROS,1.7,1.768,2.1,4,20,18.77828054,8413100611175,,0,20,,,0,1.682692308,1.68
JAMON COCIDO BRASEADO MONELLS,OTROS,0.82,0.902,1,10,20,10.86474501,8411477908812,,0,20,,,0,0.7575757576,0.76
LONGANIZA FRESCA,OTROS,2.78,3.058,3.4,10,20,11.18378025,8411030010082,,0,20,,,0,2.575757576,2.58
MORCILLA OREADA,OTROS,2.04,2.244,2.5,10,20,11.40819964,8411030010181,,0,20,,,0,1.893939394,1.89
NUGGETS DE POLLO,OTROS,3.68,4.048,4.5,10,20,11.16600791,8427318405211,,0,20,,,0,3.409090909,3.41
CALAMAR TROCEADO,OTROS,5.31,5.841,6.5,10,20,11.28231467,8436553470854,,0,20,,,0,4.924242424,4.92
HORCHATA  GRANIZADA,CONGELADOS,1.76,1.936,2.4,10,20,23.96694215,84100,,0,20,JM DISTRIBUCIONES S.A.,,1.76,1.76,1.76
MOZZARELLA,NEVERA,1.94,2.0176,2.4,4,20,18.95321174,5760466896986,,0,20,JM DISTRIBUCIONES S.A.,,1.94,1.94,1.94
JAMON EXTRA COCIDO,OTROS,0.82,0.902,1,10,20,10.86474501,8411030042328,,0,20,,,0,0.7575757576,0.76
QUESO SEMI CURADO GRAN CAPITAN,NEVERA,0.75,0.78,1,4,20,28.20512821,8410285998626,,0,20,JM DISTRIBUCIONES S.A.,,0.75,0.75,0.75
QUESO EL VENTERO LONCHAS,OTROS,0.81,0.8424,1,4,20,18.70845204,8410285998619,,0,20,,,0,0.8012820513,0.8
QUESO DE CABRA LONCHAS,OTROS,0.81,0.8424,1,4,20,18.70845204,9004380126712,,0,20,,,0,0.8012820513,0.8
QUESO RALLADO 4 QUESOS,OTROS,0.89,0.9256,1.1,4,20,18.84183232,8427298003452,,0,20,,,0,0.8814102564,0.88
CHORIZO OREADO CASERO,OTROS,2.25,2.475,2.75,10,20,11.11111111,8411030010044,,0,20,,,0,2.083333333,2.08
HAMBURGUESAS PAVO POLLO,OTROS,1.63,1.793,2,10,20,11.54489682,8411030053263,,0,20,,,0,1.515151515,1.52
CHEDDAR LONCHAS,OTROS,0.81,0.8424,1,4,20,18.70845204,8436010211198,,0,20,,,0,0.8012820513,0.8
QUESO HILO PASTA & GRATINAR,OTROS,1.62,1.6848,2,4,20,18.70845204,5760466732826,,0,20,,,0,1.602564103,1.6
CROQUETAS DE BACALAO,OTROS,3.68,4.048,4.5,10,20,11.16600791,8414045010368,,0,20,,,0,3.409090909,3.41
JAMON SERRANO LOCHAS,OTROS,3.15,3.465,3.85,10,20,11.11111111,8411030039694,,0,20,,,0,2.916666667,2.92
VINO BLANCO VERDIL DANIEL BELDA,OTROS,2.89,3.4969,3.5,21,20,0.0886499471,8437005246065,,0,20,,,0,2.41046832,2.41
FLAN DE CAFE GOSHUA,OTROS,1.25,1.375,1.53,10,20,11.27272727,8413311000676,,0,20,CASALMA S.L.,,0,1.159090909,1.16
8413100062113,OTROS,1.21,1.2584,1.5,4,20,19.19898284,8413100062113,,0,20,,,0,1.201923077,1.2
CUðA QUESO MAASDAM,OTROS,2.14,2.2256,2.65,4,20,19.0690151,8436010213222,,0,20,,,0,2.123397436,2.12
QUESITOS LA VACA QUE RIE,OTROS,1.01,1.0504,1.25,4,20,19.00228484,8410259103032,,0,20,,,0,1.001602564,1
MORTADELA BOLONIA,OTROS,0.82,0.902,1,10,20,10.86474501,8411030022245,,0,20,,,0,0.7575757576,0.76
CAFETERA KRUPS NEGRA,OTROS,32.92,39.8332,39.9,21,20,0.1676993061,3016661155628,,0,20,,,0,27.47933884,27.48
CAFETERA KRUPS ROJA,OTROS,32.92,39.8332,39.9,21,20,0.1676993061,3016661155604,,0,20,,,0,27.47933884,27.48
MORTADELA CLASICA,NEVERA,0.7,0.77,1,10,20,29.87012987,8410320001847,,0,20,JM DISTRIBUCIONES S.A.,,0.7,0.7,0.7
DONUT NUBES,BOLLERIA DULCE,0.53,0.583,0.65,10,20,11.4922813,DONUT NUBES,,0,20,,,0,0.4924242424,0.49
CALDO DE PESCADO Y MARISCO DON SIMON,OTROS,0.97,1.067,1.19,10,20,11.52764761,8410261759340,,0,20,,,0,0.9015151515,0.9
GALLO TALLARINES 500G,ALIMENTACION,0.79,0.869,1.1,10,20,26.58227848,8410069002433,,0,20,PRINCESALISIMO S.L.,,0.79,0.79,0.79
PECHUGA DE PAVO SERRANO,OTROS,0.82,0.902,1,10,20,10.86474501,8411030042335,,0,20,,,0,0.7575757576,0.76
ENTERIZO VINO ROSADO 75 CL.,BEBIDAS,1.25,1.5125,1.95,21,20,28.92561983,8420202020279,,0,20,PRINCESALISIMO S.L.,,1.25,1.25,1.25
CAREFREE COTTO,OTROS,1.3,1.43,1.59,10,20,11.18881119,3574661552583,,0,20,,,0,1.204545455,1.2
TOMATE FRITO ALTEZA X3,OTROS,0.82,0.902,1,10,20,10.86474501,8480024744869,,0,20,,,0,0.7575757576,0.76
PEPINIðOS EN VINAGRE ALTEZA,OTROS,0.98,1.078,1.2,10,20,11.31725417,8480024739179,,0,20,,,0,0.9090909091,0.91
LENTEJAS COCIDAS LOZANO,OTROS,0.53,0.583,0.65,10,20,11.4922813,84121035,,0,20,,,0,0.4924242424,0.49
ALUBIAS BLANCAS COCIDAS LOZANO,OTROS,0.53,0.583,0.65,10,20,11.4922813,84121011,,0,20,,,0,0.4924242424,0.49
